BannerType;CampaignType;Category;Client;Date;Device;Place;QueryType;TargetingType;Clicks;Cost;Conversions;Shows
image_ad;text;CREDIT CARDS;CORNFLOWER;01.05.2023;Mobile;Networks;Phrase;Autotargeting;1;0,110665798;0;3
image_ad;text;CREDIT CARDS;CORNFLOWER;01.05.2023;Mobile;Networks;Retargeting;Retargeting;0;0;0;1
image_ad;text;CREDIT CARDS;CORNFLOWER;01.06.2023;Desktop;Networks;Phrase;Autotargeting;1;0;0;16
image_ad;text;CREDIT CARDS;CORNFLOWER;01.06.2023;Desktop;Networks;Retargeting;Retargeting;1;0,181477325;0;19
image_ad;text;CREDIT CARDS;CORNFLOWER;01.06.2023;Mobile;Networks;Autotargeting;Autotargeting;0;0;1;0
image_ad;text;CREDIT CARDS;CORNFLOWER;01.06.2023;Mobile;Networks;Phrase;Autotargeting;2;7,528705709;0;126
image_ad;text;CREDIT CARDS;CORNFLOWER;01.06.2023;Mobile;Networks;Retargeting;Retargeting;1;0,275316995;0;44
image_ad;text;CREDIT CARDS;CORNFLOWER;01.04.2023;Mobile;Networks;Autotargeting;Autotargeting;0;0;0;0
image_ad;text;CREDIT CARDS;CORNFLOWER;01.04.2023;Desktop;Networks;Phrase;Phrase;0;0;0;1
image_ad;text;CREDIT CARDS;CORNFLOWER;01.04.2023;Desktop;Networks;Retargeting;Retargeting;1;0,206145557;0;1
image_ad;text;CREDIT CARDS;CORNFLOWER;01.04.2023;Mobile;Networks;Autotargeting;Autotargeting;0;0;0;0
image_ad;text;CREDIT CARDS;CORNFLOWER;01.04.2023;Mobile;Networks;Phrase;Phrase;11;354,7297297;1;554
image_ad;text;CREDIT CARDS;CORNFLOWER;01.04.2023;Mobile;Networks;Retargeting;Retargeting;2;89,25195411;1;183
image_ad;text;CREDIT CARDS;CORNFLOWER;01.05.2023;Desktop;Networks;Phrase;Phrase;1;10,13513514;1;1
image_ad;text;CREDIT CARDS;CORNFLOWER;01.05.2023;Desktop;Networks;Retargeting;Retargeting;1;0,796420723;0;4
image_ad;text;CREDIT CARDS;CORNFLOWER;01.05.2023;Mobile;Networks;Phrase;Phrase;18;511,4864863;1;784
image_ad;text;CREDIT CARDS;CORNFLOWER;01.05.2023;Mobile;Networks;Retargeting;Retargeting;7;167,7559199;1;522
image_ad;text;CREDIT CARDS;CORNFLOWER;01.06.2023;Desktop;Networks;Phrase;Phrase;1;0;0;1
image_ad;text;CREDIT CARDS;CORNFLOWER;01.06.2023;Desktop;Networks;Retargeting;Retargeting;1;1,43610682;0;3
image_ad;text;CREDIT CARDS;CORNFLOWER;01.06.2023;Mobile;Networks;Phrase;Phrase;1;0;1;44
image_ad;text;CREDIT CARDS;CORNFLOWER;01.06.2023;Mobile;Networks;Retargeting;Retargeting;2;49,06593252;1;98
image_ad;text;CREDIT CARDS;CORNFLOWER;01.04.2023;Mobile;Networks;Autotargeting;Autotargeting;0;0;0;0
image_ad;text;CREDIT CARDS;CORNFLOWER;01.04.2023;Mobile;Networks;Retargeting;Retargeting;0;0;0;0
image_ad;text;CREDIT CARDS;CORNFLOWER;01.06.2023;Mobile;Networks;Autotargeting;Autotargeting;0;0;0;0
image_ad;text;CREDIT CARDS;CORNFLOWER;01.06.2023;Mobile;Networks;Retargeting;Retargeting;0;0;0;0
image_ad;text;CREDIT CARDS;ANEMONE;01.04.2023;Desktop;Networks;Retargeting;Retargeting;0;0;0;5
image_ad;text;CREDIT CARDS;ANEMONE;01.04.2023;Mobile;Networks;Retargeting;Retargeting;0;994,0718447;1;2050
image_ad;text;CREDIT CARDS;ANEMONE;01.05.2023;Desktop;Networks;Retargeting;Retargeting;0;0;0;17
image_ad;text;CREDIT CARDS;ANEMONE;01.05.2023;Mobile;Networks;Retargeting;Retargeting;0;791,6910617;0;898
image_ad;text;CREDIT CARDS;ANEMONE;01.06.2023;Desktop;Networks;Retargeting;Retargeting;0;3,919600789;0;38
image_ad;text;CREDIT CARDS;ANEMONE;01.06.2023;Mobile;Networks;Retargeting;Retargeting;0;3603,886958;1;4321
image_ad;text;CREDIT CARDS;ANEMONE;01.06.2023;Mobile;Networks;Phrase;Phrase;0;0;0;0
image_ad;text;CREDIT CARDS;ANEMONE;01.06.2023;Mobile;Networks;Phrase;Phrase;0;0;0;0
image_ad;text;CONSUMER LENDING;BELL;01.04.2023;Mobile;Networks;Phrase;Phrase;0;0;0;0
image_ad;text;CONSUMER LENDING;BELL;01.05.2023;Mobile;Networks;Autotargeting;Autotargeting;0;0;0;0
image_ad;text;CONSUMER LENDING;BELL;01.05.2023;Mobile;Networks;Phrase;Phrase;0;0;0;0
image_ad;text;CONSUMER LENDING;BELL;01.05.2023;Mobile;Networks;Retargeting;Retargeting;0;0;0;0
image_ad;text;CONSUMER LENDING;BELL;01.06.2023;Desktop;Networks;Autotargeting;Autotargeting;0;0;0;0
image_ad;text;CONSUMER LENDING;BELL;01.06.2023;Mobile;Networks;Autotargeting;Autotargeting;0;0;0;0
image_ad;text;CONSUMER LENDING;BELL;01.06.2023;Mobile;Networks;Phrase;Phrase;0;0;0;0
image_ad;text;CONSUMER LENDING;BELL;01.06.2023;Mobile;Networks;Retargeting;Retargeting;0;0;0;0
image_ad;text;CONSUMER LENDING;BELL;01.04.2023;Mobile;Networks;Retargeting;Retargeting;0;0;0;0
image_ad;text;CONSUMER LENDING;BELL;01.04.2023;Mobile;Networks;Retargeting;Retargeting;0;0;0;0
image_ad;text;CONSUMER LENDING;BELL;01.06.2023;Mobile;Networks;Retargeting;Retargeting;0;0;0;0
image_ad;text;CONSUMER LENDING;BELL;01.04.2023;Mobile;Networks;Phrase;Phrase;0;0;0;0
image_ad;text;CONSUMER LENDING;GLADIOLUS;01.06.2023;Mobile;Networks;Autotargeting;Autotargeting;0;0;0;0
image_ad;text;CONSUMER LENDING;GLADIOLUS;01.04.2023;Mobile;Networks;Autotargeting;Autotargeting;0;0;0;0
image_ad;text;CONSUMER LENDING;GLADIOLUS;01.04.2023;Mobile;Networks;Phrase;Phrase;0;0;0;0
image_ad;text;CONSUMER LENDING;GLADIOLUS;01.04.2023;Mobile;Networks;Retargeting;Retargeting;0;0;0;0
image_ad;text;CONSUMER LENDING;GLADIOLUS;01.05.2023;Mobile;Networks;Retargeting;Retargeting;0;0;0;0
image_ad;text;CONSUMER LENDING;GLADIOLUS;01.06.2023;Mobile;Networks;Retargeting;Retargeting;0;0;0;0
image_ad;text;CONSUMER LENDING;GLADIOLUS;01.04.2023;Desktop;Networks;Phrase;Autotargeting;1;3,195985973;0;741
image_ad;text;CONSUMER LENDING;GLADIOLUS;01.04.2023;Desktop;Networks;Phrase;Phrase;0;0;0;246
image_ad;text;CONSUMER LENDING;GLADIOLUS;01.04.2023;Desktop;Networks;Retargeting;Retargeting;1;19,03647049;1;834
image_ad;text;CONSUMER LENDING;GLADIOLUS;01.04.2023;Mobile;Networks;Autotargeting;Autotargeting;0;0;1;0
image_ad;text;CONSUMER LENDING;GLADIOLUS;01.04.2023;Mobile;Networks;Phrase;Autotargeting;16;994,8572335;0;1327
image_ad;text;CONSUMER LENDING;GLADIOLUS;01.04.2023;Mobile;Networks;Phrase;Phrase;1;6,783465809;0;27
image_ad;text;CONSUMER LENDING;GLADIOLUS;01.04.2023;Mobile;Networks;Retargeting;Retargeting;2;50,69868293;1;84
image_ad;text;CONSUMER LENDING;GLADIOLUS;01.05.2023;Desktop;Networks;Autotargeting;Autotargeting;0;0;1;0
image_ad;text;CONSUMER LENDING;GLADIOLUS;01.05.2023;Desktop;Networks;Phrase;Autotargeting;1;16,94674255;0;4761
image_ad;text;CONSUMER LENDING;GLADIOLUS;01.05.2023;Desktop;Networks;Phrase;Phrase;1;11,82129982;0;1615
image_ad;text;CONSUMER LENDING;GLADIOLUS;01.05.2023;Desktop;Networks;Retargeting;Retargeting;1;23,6113498;1;3700
image_ad;text;CONSUMER LENDING;GLADIOLUS;01.05.2023;Mobile;Networks;Autotargeting;Autotargeting;0;0;1;0
image_ad;text;CONSUMER LENDING;GLADIOLUS;01.05.2023;Mobile;Networks;Phrase;Autotargeting;7;387,7047122;0;603
image_ad;text;CONSUMER LENDING;GLADIOLUS;01.05.2023;Mobile;Networks;Phrase;Phrase;2;68,46344623;1;492
image_ad;text;CONSUMER LENDING;GLADIOLUS;01.05.2023;Mobile;Networks;Retargeting;Retargeting;2;46,50705465;1;169
image_ad;text;CONSUMER LENDING;GLADIOLUS;01.06.2023;Desktop;Networks;Phrase;Autotargeting;1;29,19549532;0;6900
image_ad;text;CONSUMER LENDING;GLADIOLUS;01.06.2023;Desktop;Networks;Phrase;Phrase;1;4,867516072;0;967
image_ad;text;CONSUMER LENDING;GLADIOLUS;01.06.2023;Desktop;Networks;Retargeting;Retargeting;1;13,40344126;1;3527
image_ad;text;CONSUMER LENDING;GLADIOLUS;01.06.2023;Mobile;Networks;Autotargeting;Autotargeting;0;0;1;0
image_ad;text;CONSUMER LENDING;GLADIOLUS;01.06.2023;Mobile;Networks;Phrase;Autotargeting;11;549,8606254;0;1462
image_ad;text;CONSUMER LENDING;GLADIOLUS;01.06.2023;Mobile;Networks;Phrase;Phrase;2;61,31227119;1;406
image_ad;text;CONSUMER LENDING;GLADIOLUS;01.06.2023;Mobile;Networks;Retargeting;Retargeting;2;61,32537142;1;252
image_ad;text;CONSUMER LENDING;GLADIOLUS;01.05.2023;Mobile;Networks;Retargeting;Retargeting;0;0;0;0
image_ad;text;CONSUMER LENDING;GLADIOLUS;01.06.2023;Mobile;Networks;Retargeting;Retargeting;0;0;0;0
image_ad;text;CONSUMER LENDING;GLADIOLUS;01.06.2023;Mobile;Networks;Retargeting;Retargeting;0;0;0;0
image_ad;text;CONSUMER LENDING;GLADIOLUS;01.04.2023;Mobile;Networks;Autotargeting;Autotargeting;0;0;0;0
image_ad;text;CONSUMER LENDING;GLADIOLUS;01.04.2023;Mobile;Networks;Retargeting;Retargeting;0;0;0;0
image_ad;text;CONSUMER LENDING;TULIP;01.05.2023;Mobile;Networks;Autotargeting;Autotargeting;0;0;0;0
image_ad;text;CONSUMER LENDING;TULIP;01.04.2023;Desktop;Networks;Phrase;Autotargeting;0;2,473448245;0;7
image_ad;text;CONSUMER LENDING;TULIP;01.04.2023;Mobile;Networks;Phrase;Autotargeting;0;3,943652088;0;78
image_ad;text;CONSUMER LENDING;TULIP;01.04.2023;Mobile;Networks;Retargeting;Retargeting;0;0;0;0
image_ad;text;CONSUMER LENDING;BUTTERCUP ;01.04.2023;Mobile;Networks;Autotargeting;Autotargeting;0;0;0;0
image_ad;text;CONSUMER LENDING;BUTTERCUP ;01.05.2023;Mobile;Networks;Autotargeting;Autotargeting;0;0;0;0
image_ad;text;CONSUMER LENDING;BUTTERCUP ;01.06.2023;Mobile;Networks;Autotargeting;Autotargeting;0;0;0;0
image_ad;text;CONSUMER LENDING;HYACINTH ;01.04.2023;Desktop;Networks;Phrase;Autotargeting;0;0;0;2
image_ad;text;CONSUMER LENDING;HYACINTH ;01.04.2023;Desktop;Search;Brand;Phrase;0;0;0;1
image_ad;text;CONSUMER LENDING;HYACINTH ;01.04.2023;Desktop;Search;Competitor;Phrase;0;0;0;1
image_ad;text;CONSUMER LENDING;HYACINTH ;01.04.2023;Desktop;Search;Other;Phrase;0;0;0;1
image_ad;text;CONSUMER LENDING;HYACINTH ;01.04.2023;Mobile;Networks;Autotargeting;Autotargeting;0;0;0;0
image_ad;text;CONSUMER LENDING;HYACINTH ;01.04.2023;Mobile;Networks;Phrase;Autotargeting;4;445,0292441;0;115
image_ad;text;CONSUMER LENDING;HYACINTH ;01.04.2023;Mobile;Networks;Retargeting;Retargeting;1;0,078079068;0;1
image_ad;text;CONSUMER LENDING;HYACINTH ;01.05.2023;Desktop;Networks;Phrase;Autotargeting;1;0,195189915;0;5
image_ad;text;CONSUMER LENDING;HYACINTH ;01.05.2023;Desktop;Search;Brand;Phrase;0;0;0;1
image_ad;text;CONSUMER LENDING;HYACINTH ;01.05.2023;Desktop;Search;Competitor;Phrase;0;0;0;1
image_ad;text;CONSUMER LENDING;HYACINTH ;01.05.2023;Desktop;Search;Other;Phrase;0;0;0;1
image_ad;text;CONSUMER LENDING;HYACINTH ;01.05.2023;Mobile;Networks;Phrase;Autotargeting;3;627,310664;0;98
image_ad;text;CONSUMER LENDING;HYACINTH ;01.05.2023;Mobile;Networks;Retargeting;Retargeting;1;1,026862119;0;1
image_ad;text;CONSUMER LENDING;HYACINTH ;01.06.2023;Desktop;Networks;Phrase;Autotargeting;1;0,684997881;0;11
image_ad;text;CONSUMER LENDING;HYACINTH ;01.06.2023;Desktop;Networks;Retargeting;Retargeting;1;2,118111102;0;145
image_ad;text;CONSUMER LENDING;HYACINTH ;01.06.2023;Desktop;Search;Brand;Phrase;1;3,542416017;0;1
image_ad;text;CONSUMER LENDING;HYACINTH ;01.06.2023;Desktop;Search;Competitor;Autotargeting;0;0;0;1
image_ad;text;CONSUMER LENDING;HYACINTH ;01.06.2023;Desktop;Search;Competitor;Phrase;0;0;0;1
image_ad;text;CONSUMER LENDING;HYACINTH ;01.06.2023;Desktop;Search;Other;Phrase;0;0;0;1
image_ad;text;CONSUMER LENDING;HYACINTH ;01.06.2023;Mobile;Networks;Phrase;Autotargeting;6;712,6418425;0;222
image_ad;text;CONSUMER LENDING;HYACINTH ;01.06.2023;Mobile;Networks;Phrase;Phrase;0;0;0;1
image_ad;text;CONSUMER LENDING;HYACINTH ;01.06.2023;Mobile;Networks;Retargeting;Retargeting;1;7,106496102;0;4
image_ad;text;CONSUMER LENDING;CORNFLOWER;01.04.2023;Mobile;Networks;Autotargeting;Autotargeting;0;0;0;0
image_ad;text;CONSUMER LENDING;CORNFLOWER;01.04.2023;Mobile;Networks;Phrase;Phrase;0;0;0;0
image_ad;text;CONSUMER LENDING;CORNFLOWER;01.06.2023;Mobile;Networks;Retargeting;Retargeting;0;0;0;0
image_ad;text;CONSUMER LENDING;CORNFLOWER;01.04.2023;Desktop;Networks;Phrase;Autotargeting;0;0;0;1
image_ad;text;CONSUMER LENDING;CORNFLOWER;01.04.2023;Desktop;Networks;Phrase;Phrase;0;0;0;1
image_ad;text;CONSUMER LENDING;CORNFLOWER;01.04.2023;Desktop;Networks;Retargeting;Retargeting;0;0;0;2
image_ad;text;CONSUMER LENDING;CORNFLOWER;01.04.2023;Desktop;Search;Brand;Phrase;0;0;0;1
image_ad;text;CONSUMER LENDING;CORNFLOWER;01.04.2023;Desktop;Search;Other;Phrase;1;3,83703951;1;1
image_ad;text;CONSUMER LENDING;CORNFLOWER;01.04.2023;Mobile;Networks;Autotargeting;Autotargeting;0;0;1;0
image_ad;text;CONSUMER LENDING;CORNFLOWER;01.04.2023;Mobile;Networks;Phrase;Autotargeting;2;34,45403562;0;121
image_ad;text;CONSUMER LENDING;CORNFLOWER;01.04.2023;Mobile;Networks;Phrase;Phrase;0;0;0;1
image_ad;text;CONSUMER LENDING;CORNFLOWER;01.04.2023;Mobile;Networks;Retargeting;Retargeting;1;11,04371444;0;24
image_ad;text;CONSUMER LENDING;CORNFLOWER;01.04.2023;Mobile;Search;Other;Phrase;0;0;0;1
image_ad;text;CONSUMER LENDING;CORNFLOWER;01.05.2023;Mobile;Networks;Phrase;Autotargeting;0;0;0;1
image_ad;text;CONSUMER LENDING;CORNFLOWER;01.04.2023;Mobile;Networks;Autotargeting;Autotargeting;0;0;0;0
image_ad;text;CONSUMER LENDING;CORNFLOWER;01.04.2023;Mobile;Networks;Phrase;Phrase;0;0;0;0
image_ad;text;CONSUMER LENDING;CORNFLOWER;01.04.2023;Mobile;Networks;Retargeting;Retargeting;0;0;0;0
image_ad;text;CONSUMER LENDING;CORNFLOWER;01.05.2023;Mobile;Networks;Phrase;Phrase;0;0;0;0
image_ad;text;CONSUMER LENDING;CORNFLOWER;01.05.2023;Mobile;Networks;Retargeting;Retargeting;0;0;0;0
image_ad;text;CONSUMER LENDING;CORNFLOWER;01.06.2023;Mobile;Networks;Phrase;Phrase;0;0;0;0
image_ad;text;CONSUMER LENDING;CORNFLOWER;01.06.2023;Mobile;Networks;Retargeting;Retargeting;0;0;0;0
image_ad;text;CONSUMER LENDING;CORNFLOWER;01.04.2023;Mobile;Networks;Autotargeting;Autotargeting;0;0;0;0
image_ad;text;CONSUMER LENDING;ANEMONE;01.04.2023;Mobile;Networks;Autotargeting;Autotargeting;0;0;0;0
image_ad;text;CASH SETTLEMENT SERVICES;BELL;01.04.2023;Mobile;Networks;Phrase;Phrase;0;0;0;0
image_ad;text;CASH SETTLEMENT SERVICES;BELL;01.05.2023;Mobile;Networks;Autotargeting;Autotargeting;0;0;0;0
image_ad;text;CASH SETTLEMENT SERVICES;BELL;01.05.2023;Mobile;Networks;Phrase;Phrase;0;0;0;0
image_ad;text;CASH SETTLEMENT SERVICES;BELL;01.05.2023;Mobile;Networks;Retargeting;Retargeting;0;0;0;0
image_ad;text;CASH SETTLEMENT SERVICES;BELL;01.06.2023;Mobile;Networks;Phrase;Phrase;0;0;0;0
image_ad;text;CASH SETTLEMENT SERVICES;TULIP;01.04.2023;Desktop;Networks;Retargeting;Retargeting;0;8,298991071;0;98
image_ad;text;CASH SETTLEMENT SERVICES;TULIP;01.04.2023;Mobile;Networks;Retargeting;Retargeting;0;67,7309033;0;196
image_ad;text;CASH SETTLEMENT SERVICES;BUTTERCUP ;01.04.2023;Desktop;Networks;Phrase;Autotargeting;7;28,55686733;0;440
image_ad;text;CASH SETTLEMENT SERVICES;BUTTERCUP ;01.04.2023;Desktop;Networks;Retargeting;Retargeting;1;3,919815897;0;56
image_ad;text;CASH SETTLEMENT SERVICES;BUTTERCUP ;01.04.2023;Mobile;Networks;Autotargeting;Autotargeting;0;0;1;0
image_ad;text;CASH SETTLEMENT SERVICES;BUTTERCUP ;01.04.2023;Mobile;Networks;Phrase;Autotargeting;422;2227,266902;0;69749
image_ad;text;CASH SETTLEMENT SERVICES;BUTTERCUP ;01.04.2023;Mobile;Networks;Retargeting;Retargeting;2;34,0986353;0;142
image_ad;text;CASH SETTLEMENT SERVICES;BUTTERCUP ;01.05.2023;Desktop;Networks;Phrase;Autotargeting;9;111,8519579;0;457
image_ad;text;CASH SETTLEMENT SERVICES;BUTTERCUP ;01.05.2023;Desktop;Networks;Retargeting;Retargeting;0;0;0;3
image_ad;text;CASH SETTLEMENT SERVICES;BUTTERCUP ;01.05.2023;Mobile;Networks;Phrase;Autotargeting;528;4608,55668;0;50999
image_ad;text;CASH SETTLEMENT SERVICES;BUTTERCUP ;01.05.2023;Mobile;Networks;Retargeting;Retargeting;0;0;0;6
image_ad;text;CASH SETTLEMENT SERVICES;BUTTERCUP ;01.06.2023;Desktop;Networks;Phrase;Autotargeting;0;0;0;22
image_ad;text;CASH SETTLEMENT SERVICES;BUTTERCUP ;01.06.2023;Desktop;Networks;Retargeting;Retargeting;0;0;0;7
image_ad;text;CASH SETTLEMENT SERVICES;BUTTERCUP ;01.06.2023;Mobile;Networks;Phrase;Autotargeting;12;95,13238749;0;954
image_ad;text;CASH SETTLEMENT SERVICES;BUTTERCUP ;01.06.2023;Mobile;Networks;Retargeting;Retargeting;1;0,929725307;0;20
image_ad;text;CASH SETTLEMENT SERVICES;BUTTERCUP ;01.04.2023;Desktop;Networks;Retargeting;Retargeting;3;64,11151081;0;3297
image_ad;text;CASH SETTLEMENT SERVICES;BUTTERCUP ;01.04.2023;Mobile;Networks;Retargeting;Retargeting;83;1078,706791;0;14069
image_ad;text;CASH SETTLEMENT SERVICES;BUTTERCUP ;01.05.2023;Desktop;Networks;Retargeting;Retargeting;1;29,19317358;0;2488
image_ad;text;CASH SETTLEMENT SERVICES;BUTTERCUP ;01.05.2023;Mobile;Networks;Retargeting;Retargeting;15;245,8206049;0;2166
image_ad;text;CASH SETTLEMENT SERVICES;BUTTERCUP ;01.06.2023;Desktop;Networks;Retargeting;Retargeting;0;0;0;336
image_ad;text;CASH SETTLEMENT SERVICES;BUTTERCUP ;01.06.2023;Mobile;Networks;Retargeting;Retargeting;1;19,4651841;0;72
image_ad;text;CASH SETTLEMENT SERVICES;BUTTERCUP ;01.04.2023;Desktop;Networks;Phrase;Autotargeting;1;4,513141438;0;34
image_ad;text;CASH SETTLEMENT SERVICES;BUTTERCUP ;01.04.2023;Desktop;Networks;Retargeting;Retargeting;0;0;0;91
image_ad;text;CASH SETTLEMENT SERVICES;BUTTERCUP ;01.04.2023;Mobile;Networks;Phrase;Autotargeting;53;599,1413004;0;13497
image_ad;text;CASH SETTLEMENT SERVICES;BUTTERCUP ;01.04.2023;Mobile;Networks;Phrase;Phrase;0;0;0;1
image_ad;text;CASH SETTLEMENT SERVICES;BUTTERCUP ;01.04.2023;Mobile;Networks;Retargeting;Retargeting;12;162,9675278;0;1334
image_ad;text;CASH SETTLEMENT SERVICES;BUTTERCUP ;01.05.2023;Desktop;Networks;Phrase;Autotargeting;1;0,569322034;0;2
image_ad;text;CASH SETTLEMENT SERVICES;BUTTERCUP ;01.05.2023;Desktop;Networks;Retargeting;Retargeting;0;0;0;1
image_ad;text;CASH SETTLEMENT SERVICES;BUTTERCUP ;01.05.2023;Mobile;Networks;Phrase;Autotargeting;12;74,52914962;0;3818
image_ad;text;CASH SETTLEMENT SERVICES;BUTTERCUP ;01.05.2023;Mobile;Networks;Retargeting;Retargeting;0;0;0;8
image_ad;text;CASH SETTLEMENT SERVICES;BUTTERCUP ;01.06.2023;Mobile;Networks;Retargeting;Retargeting;0;0;0;1
image_ad;text;CASH SETTLEMENT SERVICES;THISTLE ;01.04.2023;Desktop;Networks;Phrase;Autotargeting;0;0;0;3
image_ad;text;CASH SETTLEMENT SERVICES;THISTLE ;01.04.2023;Mobile;Networks;Phrase;Autotargeting;0;0;0;7
image_ad;text;CASH SETTLEMENT SERVICES;ANEMONE;01.04.2023;Desktop;Networks;Phrase;Autotargeting;0;206,018191;0;1119
image_ad;text;CASH SETTLEMENT SERVICES;ANEMONE;01.04.2023;Desktop;Networks;Phrase;Phrase;0;105,6875386;0;636
image_ad;text;CASH SETTLEMENT SERVICES;ANEMONE;01.04.2023;Desktop;Networks;Retargeting;Retargeting;0;24,28047916;0;245
image_ad;text;CASH SETTLEMENT SERVICES;ANEMONE;01.04.2023;Mobile;Networks;Autotargeting;Autotargeting;0;0;1;0
image_ad;text;CASH SETTLEMENT SERVICES;ANEMONE;01.04.2023;Mobile;Networks;Phrase;Autotargeting;0;10849,10248;0;140646
image_ad;text;CASH SETTLEMENT SERVICES;ANEMONE;01.04.2023;Mobile;Networks;Phrase;Phrase;0;12289,01259;0;89621
image_ad;text;CASH SETTLEMENT SERVICES;ANEMONE;01.04.2023;Mobile;Networks;Retargeting;Retargeting;0;3846,390849;0;22977
image_ad;text;CASH SETTLEMENT SERVICES;ANEMONE;01.05.2023;Desktop;Networks;Phrase;Autotargeting;0;38,28897239;0;115
image_ad;text;CASH SETTLEMENT SERVICES;ANEMONE;01.05.2023;Desktop;Networks;Phrase;Phrase;0;91,21731159;0;287
image_ad;text;CASH SETTLEMENT SERVICES;ANEMONE;01.05.2023;Desktop;Networks;Retargeting;Retargeting;0;31,03270707;0;249
image_ad;text;CASH SETTLEMENT SERVICES;ANEMONE;01.05.2023;Mobile;Networks;Phrase;Autotargeting;0;4994,58885;0;75084
image_ad;text;CASH SETTLEMENT SERVICES;ANEMONE;01.05.2023;Mobile;Networks;Phrase;Phrase;0;6485,232995;0;165165
image_ad;text;CASH SETTLEMENT SERVICES;ANEMONE;01.05.2023;Mobile;Networks;Retargeting;Retargeting;0;1809,574731;0;17576
image_ad;text;CASH SETTLEMENT SERVICES;ANEMONE;01.06.2023;Desktop;Networks;Phrase;Autotargeting;0;3,862432043;0;6
image_ad;text;CASH SETTLEMENT SERVICES;ANEMONE;01.06.2023;Desktop;Networks;Phrase;Phrase;0;22,61609636;0;47
image_ad;text;CASH SETTLEMENT SERVICES;ANEMONE;01.06.2023;Desktop;Networks;Retargeting;Retargeting;0;128,7198167;0;548
image_ad;text;CASH SETTLEMENT SERVICES;ANEMONE;01.06.2023;Mobile;Networks;Phrase;Autotargeting;0;5400,610217;0;22630
image_ad;text;CASH SETTLEMENT SERVICES;ANEMONE;01.06.2023;Mobile;Networks;Phrase;Phrase;0;10230,99946;0;52616
image_ad;text;CASH SETTLEMENT SERVICES;ANEMONE;01.06.2023;Mobile;Networks;Retargeting;Retargeting;0;4671,757763;0;16914
text;text;Deposits;BELL;01.05.2023;Desktop;Search;Brand;Autotargeting;18;1351,817886;2;54
text;text;Deposits;BELL;01.05.2023;Desktop;Search;Brand;Phrase;21;3549,791646;1;31
text;text;Deposits;BELL;01.05.2023;Desktop;Search;Competitor;Autotargeting;1;1,833182137;0;1
text;text;Deposits;BELL;01.05.2023;Desktop;Search;Competitor;Phrase;1;5,36767065;0;2
text;text;Deposits;BELL;01.05.2023;Desktop;Search;Other;Autotargeting;1;23,46834157;0;4
text;text;Deposits;BELL;01.05.2023;Desktop;Search;Other;Phrase;1;49,48476225;1;8
text;text;Deposits;BELL;01.05.2023;Mobile;Search;Brand;Autotargeting;39;3758,651805;7;129
text;text;Deposits;BELL;01.05.2023;Mobile;Search;Brand;Phrase;42;3650,809177;1;88
text;text;Deposits;BELL;01.05.2023;Mobile;Search;Competitor;Autotargeting;1;6,025476364;0;2
text;text;Deposits;BELL;01.05.2023;Mobile;Search;Competitor;Phrase;1;11,30346501;1;13
text;text;Deposits;BELL;01.05.2023;Mobile;Search;Other;Autotargeting;1;316,3983165;1;15
text;text;Deposits;BELL;01.05.2023;Mobile;Search;Other;Phrase;2;98,38989566;1;52
text;text;Deposits;BELL;01.06.2023;Desktop;Search;Brand;Autotargeting;2;185,6663079;1;6
text;text;Deposits;BELL;01.06.2023;Desktop;Search;Brand;Phrase;3;397,9819329;1;5
text;text;Deposits;BELL;01.06.2023;Desktop;Search;Competitor;Phrase;1;0,708762116;0;2
text;text;Deposits;BELL;01.06.2023;Desktop;Search;Other;Autotargeting;0;0;0;1
text;text;Deposits;BELL;01.06.2023;Desktop;Search;Other;Phrase;1;7,054273471;0;4
text;text;Deposits;BELL;01.06.2023;Mobile;Search;Brand;Autotargeting;3;142,6751229;1;9
text;text;Deposits;BELL;01.06.2023;Mobile;Search;Brand;Phrase;9;632,2064591;1;23
text;text;Deposits;BELL;01.06.2023;Mobile;Search;Competitor;Autotargeting;0;0;0;1
text;text;Deposits;BELL;01.06.2023;Mobile;Search;Competitor;Phrase;1;4,444214877;0;7
text;text;Deposits;BELL;01.06.2023;Mobile;Search;Other;Autotargeting;0;0;0;1
text;text;Deposits;BELL;01.06.2023;Mobile;Search;Other;Phrase;1;32,99835322;1;22
text;text;Deposits;TULIP;01.04.2023;Desktop;Search;Brand;Autotargeting;0;0;0;0
text;text;Deposits;TULIP;01.04.2023;Desktop;Search;Brand;Phrase;0;0;0;0
text;text;Deposits;TULIP;01.05.2023;Desktop;Search;Brand;Autotargeting;0;0;0;0
text;text;Deposits;TULIP;01.05.2023;Desktop;Search;Brand;Phrase;0;0;0;0
text;text;Deposits;TULIP;01.05.2023;Mobile;Search;Brand;Autotargeting;0;0;0;0
text;text;Deposits;TULIP;01.05.2023;Mobile;Search;Brand;Phrase;0;0;0;0
text;text;Deposits;TULIP;01.06.2023;Desktop;Search;Brand;Autotargeting;0;0;0;0
text;text;Deposits;TULIP;01.06.2023;Desktop;Search;Brand;Phrase;0;0;0;0
text;text;Deposits;TULIP;01.06.2023;Mobile;Networks;Retargeting;Retargeting;0;0;0;0
text;text;Deposits;TULIP;01.06.2023;Mobile;Search;Brand;Autotargeting;0;0;0;0
text;text;Deposits;TULIP;01.06.2023;Mobile;Search;Brand;Phrase;0;0;0;0
text;text;Deposits;TULIP;01.04.2023;Desktop;Search;Brand;Phrase;0;0;0;0
